"organ","tissue_simple","sensor","value"
"Rosette 14 DAG","xylem","ConjugationDeconjugation",0.0658770741226213
"Rosette 14 DAG","xylem","PAT",0.177438614837338
"Rosette 14 DAG","xylem","Synthesis",0.0232250642919414
"Rosette 21 DAG","companion-cell","A-ARF",0.10018107217436
"Rosette 21 DAG","companion-cell","ConjugationDeconjugation",0.121388401906433
"Rosette 21 DAG","companion-cell","PAT",0.113760364316477
"Rosette 21 DAG","companion-cell","Synthesis",0.0156571926949178
"Rosette 21 DAG","dividing cell","A-ARF",0.072497484309403
"Rosette 21 DAG","dividing cell","ConjugationDeconjugation",0.0896788877976012
"Rosette 21 DAG","dividing cell","PAT",0.0518586457070114
"Rosette 21 DAG","dividing cell","Synthesis",0.0231733857089379
"Rosette 21 DAG","epidermis","A-ARF",0.121813380001038
"Rosette 21 DAG","epidermis","ConjugationDeconjugation",0.250637757275591
"Rosette 21 DAG","epidermis","PAT",0.352860934999634
"Rosette 21 DAG","epidermis","Synthesis",0.0322465600893103
"Rosette 21 DAG","guard cell","A-ARF",0.159344299724769
"Rosette 21 DAG","guard cell","ConjugationDeconjugation",0.124919312650011
"Rosette 21 DAG","guard cell","PAT",0.119248382177614
"Rosette 21 DAG","guard cell","Synthesis",0.0337080795950283
"Rosette 21 DAG","mesophyll","A-ARF",0.156438891777266
"Rosette 21 DAG","mesophyll","ConjugationDeconjugation",0.1670579948037
"Rosette 21 DAG","mesophyll","PAT",0.118953682080609
"Rosette 21 DAG","mesophyll","Synthesis",0.0148884940148178
"Rosette 21 DAG","phloem","A-ARF",0.121230196502886
"Rosette 21 DAG","phloem","ConjugationDeconjugation",0.257922167404805
"Rosette 21 DAG","phloem","PAT",0.127693844334318
"Rosette 21 DAG","phloem","Synthesis",0.0126604538590205
"Rosette 28 DAG","bundle-sheath","A-ARF",0.105722215528519
"Rosette 28 DAG","bundle-sheath","ConjugationDeconjugation",0.0989769096726305
"Rosette 28 DAG","bundle-sheath","PAT",0.0486578002898147
"Rosette 28 DAG","bundle-sheath","Synthesis",0.00745791858049893
"Rosette 28 DAG","companion-cell","A-ARF",0.10842393516752
"Rosette 28 DAG","companion-cell","ConjugationDeconjugation",0.132727790253492
"Rosette 28 DAG","companion-cell","PAT",0.0919929543322377
"Rosette 28 DAG","companion-cell","Synthesis",0.00765393389994924
"Rosette 28 DAG","dividing cell","A-ARF",0.105214690079027
"Rosette 28 DAG","dividing cell","ConjugationDeconjugation",0.112438481989752
"Rosette 28 DAG","dividing cell","PAT",0.0622469343759351
"Rosette 28 DAG","dividing cell","Synthesis",0.00908528228611673
"Rosette 28 DAG","epidermis","A-ARF",0.0975101198816019
"Rosette 28 DAG","epidermis","ConjugationDeconjugation",0.184990719576646
"Rosette 28 DAG","epidermis","PAT",0.231478835427357
"Rosette 28 DAG","epidermis","Synthesis",0.0148163264631959
"Rosette 28 DAG","guard cell","A-ARF",0.110102038248147
"Rosette 28 DAG","guard cell","ConjugationDeconjugation",0.150345992618117
"Rosette 28 DAG","guard cell","PAT",0.0791516915136745
"Rosette 28 DAG","guard cell","Synthesis",0.00936917865760403
"Rosette 28 DAG","mesophyll","A-ARF",0.108287574265999
"Rosette 28 DAG","mesophyll","ConjugationDeconjugation",0.17769259273512
"Rosette 28 DAG","mesophyll","PAT",0.0686864350757415
"Rosette 28 DAG","mesophyll","Synthesis",0.0143924042992003
"Rosette 28 DAG","phloem","A-ARF",0.113420539544262
"Rosette 28 DAG","phloem","ConjugationDeconjugation",0.31098794047847
"Rosette 28 DAG","phloem","PAT",0.0810837921803049
"Rosette 28 DAG","phloem","Synthesis",0.0121784131319368
"Rosette 28 DAG","xylem","A-ARF",0.123376563167912
"Rosette 28 DAG","xylem","ConjugationDeconjugation",0.29726816229343
"Rosette 28 DAG","xylem","PAT",0.0862906268855198
"Rosette 28 DAG","xylem","Synthesis",0.0076386510205004
"Rosette 35 DAG","companion-cell","A-ARF",0.0569504358534201
"Rosette 35 DAG","companion-cell","ConjugationDeconjugation",0.160643725274279
"Rosette 35 DAG","companion-cell","PAT",0.0392984206394682
"Rosette 35 DAG","companion-cell","Synthesis",0.00511958306346307
"Rosette 35 DAG","epidermis","A-ARF",0.0751445314028433
"Rosette 35 DAG","epidermis","ConjugationDeconjugation",0.177675660720776
"Rosette 35 DAG","epidermis","PAT",0.0787497357463499
"Rosette 35 DAG","epidermis","Synthesis",0.0128646161954706
"Rosette 35 DAG","guard cell","A-ARF",0.104835035654865
"Rosette 35 DAG","guard cell","ConjugationDeconjugation",0.181359686550397
"Rosette 35 DAG","guard cell","PAT",0.0560596935506182
"Rosette 35 DAG","guard cell","Synthesis",0.00971710645407089
"Rosette 35 DAG","mesophyll","A-ARF",0.0848254388557951
"Rosette 35 DAG","mesophyll","ConjugationDeconjugation",0.209280222029399
"Rosette 35 DAG","mesophyll","PAT",0.0417086554430655
"Rosette 35 DAG","mesophyll","Synthesis",0.00812780600134921
"Rosette 35 DAG","phloem","A-ARF",0.0974444920489016
"Rosette 35 DAG","phloem","ConjugationDeconjugation",0.242125047229227
"Rosette 35 DAG","phloem","PAT",0.0443313402290014
"Rosette 35 DAG","phloem","Synthesis",0.00774072258080539
"Rosette 35 DAG","xylem","A-ARF",0.0998977177781589
"Rosette 35 DAG","xylem","ConjugationDeconjugation",0.221565689180927
"Rosette 35 DAG","xylem","PAT",0.0503695731779684
"Rosette 35 DAG","xylem","Synthesis",0.00733735951716898
"Rosette 42 DAG","companion-cell","A-ARF",0.0945069627705716
"Rosette 42 DAG","companion-cell","ConjugationDeconjugation",0.151425572422377
"Rosette 42 DAG","companion-cell","PAT",0.0540826481684017
"Rosette 42 DAG","companion-cell","Synthesis",0.029719893632232
"Rosette 42 DAG","epidermis","A-ARF",0.106004710366475
"Rosette 42 DAG","epidermis","ConjugationDeconjugation",0.295562925243404
"Rosette 42 DAG","epidermis","PAT",0.0968944171773561
"Rosette 42 DAG","epidermis","Synthesis",0.0866753368676041
"Rosette 42 DAG","mesophyll","A-ARF",0.0899234504719187
"Rosette 42 DAG","mesophyll","ConjugationDeconjugation",0.335286869530947
"Rosette 42 DAG","mesophyll","PAT",0.017505200130323
"Rosette 42 DAG","mesophyll","Synthesis",0.136961500737369
"Rosette 42 DAG","phloem","A-ARF",0.0922004310712517
"Rosette 42 DAG","phloem","ConjugationDeconjugation",0.211799628037458
"Rosette 42 DAG","phloem","PAT",0.044090582592048
"Rosette 42 DAG","phloem","Synthesis",0.10737064607974
"Rosette 42 DAG","vascular (unspecified)","A-ARF",0.105850844692101
"Rosette 42 DAG","vascular (unspecified)","ConjugationDeconjugation",0.232840081994708
"Rosette 42 DAG","vascular (unspecified)","PAT",0.00797467202876195
"Rosette 42 DAG","vascular (unspecified)","Synthesis",0.0363802947305883
"Rosette 49 DAG","bundle-sheath","A-ARF",0.109901182708014
"Rosette 49 DAG","bundle-sheath","ConjugationDeconjugation",0.332758157582282
"Rosette 49 DAG","bundle-sheath","PAT",0.0221206111038045
"Rosette 49 DAG","bundle-sheath","Synthesis",0.100993427826359
"Rosette 49 DAG","companion-cell","A-ARF",0.0770653525036504
"Rosette 49 DAG","companion-cell","ConjugationDeconjugation",0.161888207772169
"Rosette 49 DAG","companion-cell","PAT",0.0378473654383665
"Rosette 49 DAG","companion-cell","Synthesis",0.0452221653300355
"Rosette 49 DAG","epidermis","A-ARF",0.131100361693103
"Rosette 49 DAG","epidermis","ConjugationDeconjugation",0.248456706650105
"Rosette 49 DAG","epidermis","PAT",0.0574854650591564
"Rosette 49 DAG","epidermis","Synthesis",0.21406554338685
"Rosette 49 DAG","guard cell","A-ARF",0.0625089441162825
"Rosette 49 DAG","guard cell","ConjugationDeconjugation",0.220278147340977
"Rosette 49 DAG","guard cell","PAT",0.0157558173350182
"Rosette 49 DAG","guard cell","Synthesis",0.0464954350086309
"Rosette 49 DAG","mesophyll","A-ARF",0.124543317584929
"Rosette 49 DAG","mesophyll","ConjugationDeconjugation",0.256224155261843
"Rosette 49 DAG","mesophyll","PAT",0.0150179195392894
"Rosette 49 DAG","mesophyll","Synthesis",0.0967731632986194
"Rosette 49 DAG","phloem","A-ARF",0.0817877563535014
"Rosette 49 DAG","phloem","ConjugationDeconjugation",0.238589429088996
"Rosette 49 DAG","phloem","PAT",0.0191117471142176
"Rosette 49 DAG","phloem","Synthesis",0.0306450526536868
"Rosette 49 DAG","vascular (unspecified)","A-ARF",0.0996595643997662
"Rosette 49 DAG","vascular (unspecified)","ConjugationDeconjugation",0.276550139874542
"Rosette 49 DAG","vascular (unspecified)","PAT",0.00400271546126622
"Rosette 49 DAG","vascular (unspecified)","Synthesis",0.0142219396880314
"Early flower","companion cell ","A-ARF",0.342667135271195
"Early flower","companion cell ","ConjugationDeconjugation",0.0769025705197645
"Early flower","companion cell ","PAT",0.0830081674523646
"Early flower","companion cell ","Synthesis",0.0210279332303876
"Early flower","cortex","A-ARF",0.275585707363553
"Early flower","cortex","ConjugationDeconjugation",0.105105338490321
"Early flower","cortex","PAT",0.0914557216253949
"Early flower","cortex","Synthesis",0.0168147615034923
"Early flower","dividing cell","A-ARF",0.383234595538341
"Early flower","dividing cell","ConjugationDeconjugation",0.0774658704719139
"Early flower","dividing cell","PAT",0.0449727450829656
"Early flower","dividing cell","Synthesis",0.1446707596542
"Early flower","epidermis","A-ARF",0.260471023316524
"Early flower","epidermis","ConjugationDeconjugation",0.134989357762329
"Early flower","epidermis","PAT",0.0960229069897522
"Early flower","epidermis","Synthesis",0.0156562388661544
"Early flower","guard cell","A-ARF",0.175275691089353
"Early flower","guard cell","ConjugationDeconjugation",0.0770363343388319
"Early flower","guard cell","PAT",0.0664359463229565
"Early flower","guard cell","Synthesis",0.0104111081225376
"Early flower","male reproductive","A-ARF",0.34911918360007
"Early flower","male reproductive","ConjugationDeconjugation",0.120460106407076
"Early flower","male reproductive","PAT",0.0791261282255347
"Early flower","male reproductive","Synthesis",0.0258632354861495
"Early flower","phloem","A-ARF",0.498666390994828
"Early flower","phloem","ConjugationDeconjugation",0.126894017353274
"Early flower","phloem","PAT",0.255788824586639
"Early flower","phloem","Synthesis",0.0248160024439063
"Early flower","procambium","A-ARF",0.364472390013421
"Early flower","procambium","ConjugationDeconjugation",0.09043221468393
"Early flower","procambium","PAT",0.0807032365199092
"Early flower","procambium","Synthesis",0.019637836620119
"Middle flower","cortex","A-ARF",0.298821209221919
"Middle flower","cortex","ConjugationDeconjugation",0.0966386889261016
"Middle flower","cortex","PAT",0.134552602154815
"Middle flower","cortex","Synthesis",0.0186745641021656
"Middle flower","dividing cell","A-ARF",0.311062187922434
"Middle flower","dividing cell","ConjugationDeconjugation",0.0882447774716671
"Middle flower","dividing cell","PAT",0.119427094594381
"Middle flower","dividing cell","Synthesis",0.0246554302677985
"Middle flower","epidermis","A-ARF",0.323557672373491
"Middle flower","epidermis","ConjugationDeconjugation",0.0999014337045657
"Middle flower","epidermis","PAT",0.155144002604221
"Middle flower","epidermis","Synthesis",0.0086854230113392
"Middle flower","female reproductive","A-ARF",0.288221508232415
"Middle flower","female reproductive","ConjugationDeconjugation",0.130906075474652
"Middle flower","female reproductive","PAT",0.150866358831193
"Middle flower","female reproductive","Synthesis",0.0245441265859047
"Middle flower","guard cell","A-ARF",0.178065064366207
"Middle flower","guard cell","ConjugationDeconjugation",0.0833121276045194
"Middle flower","guard cell","PAT",0.089351900577749
"Middle flower","guard cell","Synthesis",0.00994265676575098
"Middle flower","male reproductive","A-ARF",0.262273347768352
"Middle flower","male reproductive","ConjugationDeconjugation",0.105693934548369
"Middle flower","male reproductive","PAT",0.121941699326052
"Middle flower","male reproductive","Synthesis",0.0155124366837296
"Middle flower","phloem","A-ARF",0.265058714176529
"Middle flower","phloem","ConjugationDeconjugation",0.164881380144779
"Middle flower","phloem","PAT",0.2991162555217
"Middle flower","phloem","Synthesis",0.018356423441082
"Middle flower","procambium","A-ARF",0.436409743408315
"Middle flower","procambium","ConjugationDeconjugation",0.172025978779243
"Middle flower","procambium","PAT",0.439779676484526
"Middle flower","procambium","Synthesis",0.022924649365622
"Late flower","abscission zones","A-ARF",0.164132496293623
"Late flower","abscission zones","ConjugationDeconjugation",0.152770591374447
"Late flower","abscission zones","PAT",0.195447467515474
"Late flower","abscission zones","Synthesis",0.0336119672379744
"Late flower","cortex","A-ARF",0.390937615439395
"Late flower","cortex","ConjugationDeconjugation",0.143873654049483
"Late flower","cortex","PAT",0.289546804996731
"Late flower","cortex","Synthesis",0.026438461775361
"Late flower","dividing cell","A-ARF",0.398650174602587
"Late flower","dividing cell","ConjugationDeconjugation",0.07023383398382
"Late flower","dividing cell","PAT",0.141746643104082
"Late flower","dividing cell","Synthesis",0.0221577449575151
"Late flower","epidermis","A-ARF",0.209581938000479
"Late flower","epidermis","ConjugationDeconjugation",0.107578931561084
"Late flower","epidermis","PAT",0.125596164176835
"Late flower","epidermis","Synthesis",0.0613026919599115
"Late flower","female reproductive","A-ARF",0.32800462949955
"Late flower","female reproductive","ConjugationDeconjugation",0.0569052997880476
"Late flower","female reproductive","PAT",0.0541332264036029
"Late flower","female reproductive","Synthesis",0.0196444143430607
"Late flower","guard cell","A-ARF",0.219213852597232
"Late flower","guard cell","ConjugationDeconjugation",0.0768890323521774
"Late flower","guard cell","PAT",0.120341544923342
"Late flower","guard cell","Synthesis",0.0103049901659614
"Late flower","male reproductive","A-ARF",0.0615680020322269
"Late flower","male reproductive","ConjugationDeconjugation",0.0511153215534881
"Late flower","male reproductive","PAT",0.0791628814732419
"Late flower","male reproductive","Synthesis",0.00804403449268197
"Late flower","phloem","A-ARF",0.209779969925566
"Late flower","phloem","ConjugationDeconjugation",0.0838606776217238
"Late flower","phloem","PAT",0.115512277546793
"Late flower","phloem","Synthesis",0.012340948981366
"Late flower","procambium","A-ARF",0.755069780930806
"Late flower","procambium","ConjugationDeconjugation",0.160477690545914
"Late flower","procambium","PAT",0.748227754479749
"Late flower","procambium","Synthesis",0.0472669581159416
"Silique 0 DPA","cortex","A-ARF",0.413300758988495
"Silique 0 DPA","cortex","ConjugationDeconjugation",0.209305385599224
"Silique 0 DPA","cortex","PAT",0.217727222805927
"Silique 0 DPA","cortex","Synthesis",0.0209203572442119
"Silique 0 DPA","dividing cell","A-ARF",0.485350530219995
"Silique 0 DPA","dividing cell","ConjugationDeconjugation",0.148724279744977
"Silique 0 DPA","dividing cell","PAT",0.179474897732965
"Silique 0 DPA","dividing cell","Synthesis",0.0284242378725685
"Silique 0 DPA","epidermis","A-ARF",0.338788796659986
"Silique 0 DPA","epidermis","ConjugationDeconjugation",0.166904786728916
"Silique 0 DPA","epidermis","PAT",0.218708603088328
"Silique 0 DPA","epidermis","Synthesis",0.0359090707410537
"Silique 0 DPA","female reproductive","A-ARF",0.749452800362351
"Silique 0 DPA","female reproductive","ConjugationDeconjugation",0.197851754348184
"Silique 0 DPA","female reproductive","PAT",0.224037948236405
"Silique 0 DPA","female reproductive","Synthesis",0.0227220095925305
"Silique 0 DPA","guard cell","A-ARF",0.307507268376949
"Silique 0 DPA","guard cell","ConjugationDeconjugation",0.148364544608179
"Silique 0 DPA","guard cell","PAT",0.155278702240195
"Silique 0 DPA","guard cell","Synthesis",0.0124556569984532
"Silique 0 DPA","male reproductive","A-ARF",0.398270704996391
"Silique 0 DPA","male reproductive","ConjugationDeconjugation",0.161162325527225
"Silique 0 DPA","male reproductive","PAT",0.202383877508389
"Silique 0 DPA","male reproductive","Synthesis",0.0204325909712018
"Silique 0 DPA","phloem","A-ARF",0.614979668990458
"Silique 0 DPA","phloem","ConjugationDeconjugation",0.279190195164459
"Silique 0 DPA","phloem","PAT",0.3767785224059
"Silique 0 DPA","phloem","Synthesis",0.0243388487026903
"Silique 0 DPA","seed coat","A-ARF",0.441620349412258
"Silique 0 DPA","seed coat","ConjugationDeconjugation",0.122637607985996
"Silique 0 DPA","seed coat","PAT",0.102258028543137
"Silique 0 DPA","seed coat","Synthesis",0.0164686243156072
"Silique 0 DPA","unknown","A-ARF",0.371378708251219
"Silique 0 DPA","unknown","ConjugationDeconjugation",0.154140245443344
"Silique 0 DPA","unknown","PAT",0.171145622909401
"Silique 0 DPA","unknown","Synthesis",0.0184537525666368
"Silique 0 DPA","xylem","A-ARF",0.708996358352446
"Silique 0 DPA","xylem","ConjugationDeconjugation",0.210998798022546
"Silique 0 DPA","xylem","PAT",0.637812632695141
"Silique 0 DPA","xylem","Synthesis",0.026077448693027
"Silique 2 DPA","abscission zones","A-ARF",0.141064047123604
"Silique 2 DPA","abscission zones","ConjugationDeconjugation",0.133372178392733
"Silique 2 DPA","abscission zones","PAT",0.122634119543001
"Silique 2 DPA","abscission zones","Synthesis",0.00943807354496174
"Silique 2 DPA","dividing cell","A-ARF",0.214325194352688
"Silique 2 DPA","dividing cell","ConjugationDeconjugation",0.0699799207432378
"Silique 2 DPA","dividing cell","PAT",0.132254172979898
"Silique 2 DPA","dividing cell","Synthesis",0.0156618875548254
"Silique 2 DPA","endosperm/embryo","A-ARF",0.154216582579773
"Silique 2 DPA","endosperm/embryo","ConjugationDeconjugation",0.0877020041394683
"Silique 2 DPA","endosperm/embryo","PAT",0.0968633649128563
"Silique 2 DPA","endosperm/embryo","Synthesis",0.020756210643415
"Silique 2 DPA","epidermis","A-ARF",0.284261492527635
"Silique 2 DPA","epidermis","ConjugationDeconjugation",0.105694601129479
"Silique 2 DPA","epidermis","PAT",0.149128968496357
"Silique 2 DPA","epidermis","Synthesis",0.0177824894609926
"Silique 2 DPA","guard cell","A-ARF",0.192068152547378
"Silique 2 DPA","guard cell","ConjugationDeconjugation",0.0889788963812264
"Silique 2 DPA","guard cell","PAT",0.149262773943542
"Silique 2 DPA","guard cell","Synthesis",0.0112058550690675
"Silique 2 DPA","male reproductive","A-ARF",0.156476933375719
"Silique 2 DPA","male reproductive","ConjugationDeconjugation",0.0716859880010108
"Silique 2 DPA","male reproductive","PAT",0.125723164232372
"Silique 2 DPA","male reproductive","Synthesis",0.0112194043072807
"Silique 2 DPA","mesocarp","A-ARF",0.197969211808038
"Silique 2 DPA","mesocarp","ConjugationDeconjugation",0.0865413390674254
"Silique 2 DPA","mesocarp","PAT",0.137796344842887
"Silique 2 DPA","mesocarp","Synthesis",0.0127940363169792
"Silique 2 DPA","phloem","A-ARF",0.301324486192095
"Silique 2 DPA","phloem","ConjugationDeconjugation",0.140925248125541
"Silique 2 DPA","phloem","PAT",0.195682107244759
"Silique 2 DPA","phloem","Synthesis",0.0195353873395361
"Silique 2 DPA","procambium","A-ARF",0.389355521667502
"Silique 2 DPA","procambium","ConjugationDeconjugation",0.147656534228264
"Silique 2 DPA","procambium","PAT",0.464310061751709
"Silique 2 DPA","procambium","Synthesis",0.0185647137494914
"Silique 2 DPA","seed coat","A-ARF",0.209341749416991
"Silique 2 DPA","seed coat","ConjugationDeconjugation",0.160930792812191
"Silique 2 DPA","seed coat","PAT",0.137441389593625
"Silique 2 DPA","seed coat","Synthesis",0.0290515370956573
"Silique 2 DPA","unknown","A-ARF",0.200261184694142
"Silique 2 DPA","unknown","ConjugationDeconjugation",0.0909884181274849
"Silique 2 DPA","unknown","PAT",0.151880008770765
"Silique 2 DPA","unknown","Synthesis",0.0166610433708895
"Silique 2 DPA","xylem","A-ARF",0.245091447543034
"Silique 2 DPA","xylem","ConjugationDeconjugation",0.113093896540689
"Silique 2 DPA","xylem","PAT",0.1826680714552
"Silique 2 DPA","xylem","Synthesis",0.0139909797357239
"Silique 3 DPA","endosperm/embryo","A-ARF",0.156540894730071
"Silique 3 DPA","endosperm/embryo","ConjugationDeconjugation",0.0956694867274183
"Silique 3 DPA","endosperm/embryo","PAT",0.0740889089709384
"Silique 3 DPA","endosperm/embryo","Synthesis",0.0155283574668994
"Silique 3 DPA","epidermis","A-ARF",0.190412424083162
"Silique 3 DPA","epidermis","ConjugationDeconjugation",0.105636142525001
"Silique 3 DPA","epidermis","PAT",0.120486869943305
"Silique 3 DPA","epidermis","Synthesis",0.01026344832144
"Silique 3 DPA","guard cell","A-ARF",0.140297021022328
"Silique 3 DPA","guard cell","ConjugationDeconjugation",0.089630829119845
"Silique 3 DPA","guard cell","PAT",0.0978048467744881
"Silique 3 DPA","guard cell","Synthesis",0.00742869202133971
"Silique 3 DPA","male reproductive","A-ARF",0.162839655410473
"Silique 3 DPA","male reproductive","ConjugationDeconjugation",0.0881363374367446
"Silique 3 DPA","male reproductive","PAT",0.0879520698486752
"Silique 3 DPA","male reproductive","Synthesis",0.0120579642028064
"Silique 3 DPA","mesocarp","A-ARF",0.155404374439407
"Silique 3 DPA","mesocarp","ConjugationDeconjugation",0.089683671231651
"Silique 3 DPA","mesocarp","PAT",0.0868136047888687
"Silique 3 DPA","mesocarp","Synthesis",0.0101778713342749
"Silique 3 DPA","phloem","A-ARF",0.22897457502366
"Silique 3 DPA","phloem","ConjugationDeconjugation",0.127418376995217
"Silique 3 DPA","phloem","PAT",0.1288499141401
"Silique 3 DPA","phloem","Synthesis",0.0134302212419951
"Silique 3 DPA","procambium","A-ARF",0.243010976499056
"Silique 3 DPA","procambium","ConjugationDeconjugation",0.130000745862994
"Silique 3 DPA","procambium","PAT",0.261175713029307
"Silique 3 DPA","procambium","Synthesis",0.0114350714136374
"Silique 3 DPA","seed coat","A-ARF",0.224900885893269
"Silique 3 DPA","seed coat","ConjugationDeconjugation",0.142053286710161
"Silique 3 DPA","seed coat","PAT",0.101779161286219
"Silique 3 DPA","seed coat","Synthesis",0.0214841936174258
"Silique 3 DPA","unknown","A-ARF",0.152328892821824
"Silique 3 DPA","unknown","ConjugationDeconjugation",0.0940501302310482
"Silique 3 DPA","unknown","PAT",0.107154634195329
"Silique 3 DPA","unknown","Synthesis",0.0104918388713077
"Silique 3 DPA","xylem","A-ARF",0.127940261432835
"Silique 3 DPA","xylem","ConjugationDeconjugation",0.0839172382044478
"Silique 3 DPA","xylem","PAT",0.0800855632311493
"Silique 3 DPA","xylem","Synthesis",0.0131241838522805
"Silique 4 DPA","dividing cell","A-ARF",0.176205345189864
"Silique 4 DPA","dividing cell","ConjugationDeconjugation",0.0928013102571257
"Silique 4 DPA","dividing cell","PAT",0.075510828710682
"Silique 4 DPA","dividing cell","Synthesis",0.0157407204734435
"Silique 4 DPA","endosperm/embryo","A-ARF",0.108903367093591
"Silique 4 DPA","endosperm/embryo","ConjugationDeconjugation",0.112194244009562
"Silique 4 DPA","endosperm/embryo","PAT",0.0572886285041444
"Silique 4 DPA","endosperm/embryo","Synthesis",0.0345501430953288
"Silique 4 DPA","guard cell","A-ARF",0.132374968483901
"Silique 4 DPA","guard cell","ConjugationDeconjugation",0.10185715124285
"Silique 4 DPA","guard cell","PAT",0.0845926753070986
"Silique 4 DPA","guard cell","Synthesis",0.01068087575163
"Silique 4 DPA","male reproductive","A-ARF",0.122179819294043
"Silique 4 DPA","male reproductive","ConjugationDeconjugation",0.101503768819435
"Silique 4 DPA","male reproductive","PAT",0.0603911253256957
"Silique 4 DPA","male reproductive","Synthesis",0.0139064865523022
"Silique 4 DPA","mesocarp","A-ARF",0.155814595972393
"Silique 4 DPA","mesocarp","ConjugationDeconjugation",0.11013980983654
"Silique 4 DPA","mesocarp","PAT",0.0826789818851587
"Silique 4 DPA","mesocarp","Synthesis",0.0132808935909712
"Silique 4 DPA","phloem","A-ARF",0.168097008720894
"Silique 4 DPA","phloem","ConjugationDeconjugation",0.125637230740589
"Silique 4 DPA","phloem","PAT",0.099859382208888
"Silique 4 DPA","phloem","Synthesis",0.0184929731568242
"Silique 4 DPA","procambium","A-ARF",0.156141748607325
"Silique 4 DPA","procambium","ConjugationDeconjugation",0.110480678846742
"Silique 4 DPA","procambium","PAT",0.139037827809176
"Silique 4 DPA","procambium","Synthesis",0.0133944786446209
"Silique 4 DPA","seed coat","A-ARF",0.124409005129078
"Silique 4 DPA","seed coat","ConjugationDeconjugation",0.161337863975358
"Silique 4 DPA","seed coat","PAT",0.0770593110826448
"Silique 4 DPA","seed coat","Synthesis",0.021274900994533
"Silique 4 DPA","unknown","A-ARF",0.111004934270158
"Silique 4 DPA","unknown","ConjugationDeconjugation",0.0992550698355613
"Silique 4 DPA","unknown","PAT",0.0685224017598374
"Silique 4 DPA","unknown","Synthesis",0.019531057826596
"Silique 4 DPA","xylem","A-ARF",0.12183562662449
"Silique 4 DPA","xylem","ConjugationDeconjugation",0.0943346449900343
"Silique 4 DPA","xylem","PAT",0.0654441237350029
"Silique 4 DPA","xylem","Synthesis",0.0155340741677743
"Silique 5 DPA","dividing cell","A-ARF",0.0679288853170945
"Silique 5 DPA","dividing cell","ConjugationDeconjugation",0.0872706118559585
"Silique 5 DPA","dividing cell","PAT",0.038941505571459
"Silique 5 DPA","dividing cell","Synthesis",0.013023227014228
"Silique 5 DPA","endosperm/embryo","A-ARF",0.0611842803389333
"Silique 5 DPA","endosperm/embryo","ConjugationDeconjugation",0.106126054940484
"Silique 5 DPA","endosperm/embryo","PAT",0.106656753518782
"Silique 5 DPA","endosperm/embryo","Synthesis",0.0565751179475028
"Silique 5 DPA","epidermis","A-ARF",0.365877684814887
"Silique 5 DPA","epidermis","ConjugationDeconjugation",0.0964316392808614
"Silique 5 DPA","epidermis","PAT",0.130016818913662
"Silique 5 DPA","epidermis","Synthesis",0.0383437320080433
"Silique 5 DPA","guard cell","A-ARF",0.0853049478711724
"Silique 5 DPA","guard cell","ConjugationDeconjugation",0.114610566697287
"Silique 5 DPA","guard cell","PAT",0.104426753551811
"Silique 5 DPA","guard cell","Synthesis",0.0127752035175237
"Silique 5 DPA","male reproductive","A-ARF",0.0771585693572355
